4231,55444,0490,2.376,15.9897
3639,55205,0464,2.972,11.8845
4230,55483,0896,2.535,10.707
4548,55565,0778,2.711,18.4827
4661,55614,0186,2.393,18.3827
4231,55444,0484,2.724,13.4482
4548,55565,0258,2.849,13.5919
3639,55205,0461,2.502,12.5415
4231,55444,0467,2.696,25.9538
4662,55590,0490,2.458,12.5446
4231,55444,0566,2.739,20.4634
4230,55483,0908,2.955,15.1373
4231,55444,0466,3.208,11.7013
4274,55508,0256,2.404,15.8222
4275,55501,0402,3.048,17.943
4662,55590,0466,2.184,10.2027
4231,55444,0434,2.614,12.8256
4231,55444,0448,2.465,10.8751
4275,55501,0350,2.12,11.5911
4422,55533,0928,3.082,21.3731
4662,55590,0530,3.147,23.605
4274,55508,0192,2.289,12.4984
4404,55513,0530,2.347,13.2802
4275,55501,0651,2.34,13.6844
4549,55556,0170,2.401,11.8499
4351,55538,0996,2.542,10.112
4231,55444,0384,2.255,12.8851
4662,55590,0588,2.443,17.2703
4350,55556,0602,2.232,30.5746
4275,55501,0722,2.117,16.1256
4658,55592,0490,2.638,12.3249
4549,55556,0136,2.216,10.1759
4275,55501,0768,2.113,20.8168
4549,55556,0936,3.015,24.6466
4231,55444,0276,2.608,19.4671
4404,55513,0632,2.265,24.0076
4350,55556,0700,2.516,10.1043
4662,55590,0730,2.409,21.4868
4231,55444,0786,2.817,10.0199
4275,55501,0858,2.243,10.1643
4275,55501,0856,2.478,18.8838
4272,55509,0608,3.234,13.9504
4231,55444,0154,2.786,18.8864
4231,55444,0844,2.498,20.3824
4532,55559,0476,2.328,14.0653
4231,55444,0898,2.42,22.3568
4662,55590,0852,3.143,18.4867
4275,55501,0064,2.175,11.3531
4658,55592,0321,2.41,16.522
4532,55559,0608,2.44,15.9086
4532,55559,0606,2.39,14.9968
4658,55592,0306,2.785,10.1583
4662,55590,0902,2.245,20.4475
4232,55447,0578,2.482,10.7528
4658,55592,0758,2.204,12.694
4532,55559,0544,2.395,11.2089
4272,55509,0260,2.097,10.2402
4231,55444,0966,2.31,11.739
4545,55567,0840,3.076,19.67
4232,55447,0614,2.355,10.0698
4231,55444,0952,2.566,13.1817
4231,55444,0035,2.797,16.8806
4232,55447,0620,3.218,10.6187
4350,55556,0906,2.292,13.6204
4232,55447,0632,2.935,10.7573
4532,55559,0298,2.213,15.6101
4532,55559,0293,2.278,14.2934
4272,55509,0155,2.147,10.9149
4545,55567,0090,2.08,15.4751
4273,55506,0572,2.347,18.1231
4403,55536,0562,2.914,10.1568
4232,55447,0336,2.25,10.5947
4348,55559,0459,2.213,24.1974
4232,55447,0316,2.16,32.1181
4403,55536,0404,2.175,11.0653
4530,55564,0556,3.047,16.684
4532,55559,0872,2.957,10.2259
4659,55587,0714,2.056,10.3989
4348,55559,0612,3.023,10.4441
4659,55587,0688,2.24,15.9808
4403,55536,0344,2.193,15.0915
4532,55559,0110,2.639,11.2155
4659,55587,0306,2.53,14.3864
4532,55559,0920,2.576,10.279
4348,55559,0288,2.4,12.9121
3606,55182,0606,3.01,16.1604
4273,55506,0774,2.508,14.1177
4233,55449,0558,1.995,14.2446
4530,55564,0402,2.417,21.8118
4530,55564,0400,2.325,12.8977
3606,55182,0640,3.685,27.9561
4530,55564,0418,2.21,11.2998
4659,55587,0746,2.727,10.0101
4403,55536,0792,3.034,20.5337
4403,55536,0228,2.25,22.1237
4530,55564,0674,2.749,10.8811
4233,55449,0592,2.505,15.7491
4233,55449,0460,1.996,33.0338
4659,55587,0868,2.233,27.715
4233,55449,0399,2.295,10.9039
4530,55564,0322,2.936,19.1453
4348,55559,0206,2.1,11.0989
4657,55591,0616,2.315,21.3337
4403,55536,0192,3.003,11.2907
4403,55536,0818,2.5,13.1713
4403,55536,0188,2.156,15.7816
4270,55511,0640,2.389,17.6649
4233,55449,0416,2.763,12.2331
4403,55536,0846,2.293,10.8156
4530,55564,0300,2.173,31.8957
4270,55511,0622,2.45,11.2112
4270,55511,0664,2.964,12.6332
4657,55591,0690,2.473,10.9431
4659,55587,0892,2.559,12.3234
4233,55449,0682,2.126,18.6417
4659,55587,0108,2.34,15.6128
4657,55591,0716,2.251,11.9836
4659,55587,0938,2.586,16.873
4530,55564,0828,3.096,11.849
4270,55511,0252,2.578,10.4802
4659,55587,0946,2.288,13.344
4531,55563,0622,3.646,13.1354
4270,55511,0208,2.233,20.0423
4270,55511,0168,2.559,10.1642
4402,55514,0536,2.719,12.8198
4530,55564,0156,4.122,10.1502
4233,55449,0270,2.44,10.4324
4530,55564,0094,2.517,15.7653
4233,55449,0180,2.67,10.5563
4270,55511,0140,2.372,15.9712
4402,55514,0568,2.511,17.3455
4657,55591,0866,2.963,13.3447
4402,55514,0570,2.536,12.275
4402,55514,0578,2.751,16.244
4531,55563,0796,3.265,12.9237
4233,55449,0178,3.564,18.3511
4271,55507,0678,2.314,13.1487
4271,55507,0353,2.447,10.4419
4271,55507,0348,2.229,12.7763
4531,55563,0832,2.594,17.2625
4233,55449,0071,3.286,16.1658
4531,55563,0168,2.96,17.2036
4531,55563,0824,2.127,11.9001
4530,55564,0008,2.296,13.1452
4402,55514,0322,2.315,15.181
4233,55449,0922,2.315,15.4824
4531,55563,0896,2.58,13.941
4268,55483,0560,2.36,10.7508
4657,55591,0972,3.074,12.3183
4234,55478,0392,3.296,16.3834
4271,55507,0266,2.25,12.1648
4268,55483,0563,2.379,21.5147
4531,55563,0894,2.374,22.3972
4268,55483,0432,3.475,10.4651
4268,55483,0608,2.466,14.8283
4233,55449,0006,2.145,25.1915
4402,55514,0274,2.625,14.3305
4234,55478,0308,2.806,11.0387
4268,55483,0648,2.337,27.0384
4234,55478,0258,2.24,17.8016
4234,55478,0824,2.367,13.2786
4234,55478,0848,2.29,28.066
4271,55507,0028,2.231,13.2154
4235,55451,0578,2.173,14.3478
4268,55483,0163,2.273,11.8809
4401,55510,0566,2.693,11.0614
4234,55478,0907,2.235,16.5248
4235,55451,0638,2.509,15.8899
4269,55502,0656,2.141,25.3654
4235,55451,0629,2.265,13.1456
4234,55478,0006,3.398,11.9033
4269,55502,0304,2.065,10.4449
4268,55483,0986,2.859,15.2888
4266,55486,0372,2.106,11.0979
4235,55451,0278,2.27,12.9498
4266,55486,0644,2.158,17.6837
4266,55486,0708,4.184,16.712
4236,55479,0506,2.69,21.3018
4236,55479,0488,2.85,51.4459
4235,55451,0809,2.518,19.0301
4269,55502,0876,2.524,12.4647
4269,55502,0898,3.224,10.2471
4235,55451,0821,2.297,17.1507
4269,55502,0882,2.181,10.836
4266,55486,0276,2.69,12.8573
4401,55510,0908,2.304,14.9404
4235,55451,0870,2.527,17.5475
4235,55451,0918,2.948,14.5327
4235,55451,0942,3.17,21.9224
4266,55486,0842,2.319,10.8678
4235,55451,0080,3.133,10.5926
4266,55486,0882,2.814,17.4187
4266,55486,0896,2.382,12.6439
4266,55486,0924,2.289,10.3864
4267,55484,0664,2.25,13.6401
4267,55484,0700,2.333,11.1629
4236,55479,0194,2.221,22.4375
4267,55484,0288,2.22,22.303
4236,55479,0824,2.741,11.2797
4267,55484,0792,2.358,10.2371
4236,55479,0880,2.305,10.1887
4236,55479,0914,2.792,10.9457
4236,55479,0125,2.231,22.3443
4264,55506,0612,2.543,10.8707
4264,55506,0407,2.297,12.2109
4236,55479,0912,2.119,10.6441
4264,55506,0418,2.202,14.6281
4265,55505,0486,2.25,12.2463
4400,55509,0936,2.641,15.4614
4345,55569,0348,3.037,13.8116
4237,55478,0334,3.441,26.7765
4265,55505,0525,2.325,11.9446
4345,55569,0722,2.214,12.1235
4264,55506,0294,3.306,14.6041
4264,55506,0262,2.616,12.4409
4237,55478,0723,2.451,11.9883
4387,55534,0434,2.025,13.5491
4265,55505,0452,2.265,13.0413
4264,55506,0804,2.34,23.5143
4237,55478,0280,2.643,15.1265
4237,55478,0796,2.533,14.868
3615,55179,0482,3.945,15.1808
4265,55505,0654,3.195,12.23
4237,55478,0238,2.9,11.9625
3615,55179,0488,2.142,18.3832
4345,55569,0149,2.273,17.0692
4237,55478,0844,3.04,11.5084
3615,55179,0472,2.26,11.7926
4237,55478,0869,2.35,14.994
4265,55505,0709,2.701,14.0547
4237,55478,0140,2.891,12.7107
4265,55505,0292,2.229,12.0179
3615,55179,0571,2.435,22.303
4344,55557,0458,2.215,14.2637
3615,55208,0626,2.965,28.3462
4262,55482,0358,1.998,12.5203
4237,55478,0058,2.367,19.5128
4237,55478,0974,2.383,11.5527
3615,55179,0351,2.313,13.7214
3615,55179,0310,1.982,13.7412
3615,55179,0333,2.177,29.2619
3615,55179,0694,2.21,12.6629
4344,55557,0579,2.176,10.2639
4388,55536,0418,2.066,13.7632
3615,55179,0730,2.393,11.9514
4263,55484,0538,2.048,15.7369
4388,55536,0375,2.522,18.2267
4344,55557,0620,2.811,10.1498
3615,55179,0276,2.357,12.6825
3615,55179,0252,3.166,10.4516
4344,55557,0398,2.275,12.1957
3615,55179,0772,2.63,32.0192
3615,55179,0780,2.72,35.393
4262,55482,0186,3.474,10.7462
4387,55534,0049,2.283,14.0165
3615,55208,0202,2.43,19.9333
3615,55445,0224,2.146,31.4554
4238,55455,0208,2.3,20.2396
4263,55484,0362,2.881,10.0552
4386,55540,0546,2.38,11.452
4389,55539,0603,2.891,10.8117
4386,55540,0576,2.222,19.0084
3744,55209,0730,2.377,13.73
4389,55539,0724,3.138,17.7817
4263,55484,0768,2.189,10.5284
3615,55445,0040,2.025,26.9672
3615,55445,0946,2.25,18.9561
4389,55539,0774,2.474,10.9761
3745,55234,0446,2.503,12.3082
4344,55557,0886,2.404,20.2561
3615,55445,0008,2.499,18.9231
4263,55484,0816,2.84,16.2962
3615,55445,0002,3.535,10.0174
4263,55484,0226,3.343,10.927
4386,55540,0712,2.678,12.9153
4344,55557,0104,2.402,13.5597
4260,55478,0420,2.43,20.761
4389,55539,0816,2.759,14.6735
3745,55234,0636,2.52,38.4857
4389,55539,0808,2.547,12.0641
4239,55458,0662,2.255,10.2735
3745,55234,0624,3.119,12.9325
4260,55478,0616,2.158,12.631
4263,55484,0120,3.026,11.9517
4238,55455,0010,2.308,16.0579
4239,55458,0740,2.252,17.1397
3650,55244,0534,2.33,12.0783
4389,55539,0871,2.295,10.6346
4260,55478,0306,2.245,16.8365
4260,55478,0290,2.163,10.1986
4386,55540,0850,3.004,12.097
4386,55540,0897,2.184,10.7512
4260,55478,0296,2.879,14.494
4386,55540,0894,2.195,19.0645
4343,55540,0620,2.195,18.9048
3650,55244,0560,2.563,11.6514
4386,55540,0076,2.227,10.8485
4343,55540,0604,2.372,13.7937
4343,55540,0658,2.927,19.6078
4343,55540,0347,2.287,15.5025
3650,55244,0399,2.607,12.2094
3650,55244,0670,2.167,11.6547
3745,55234,0854,2.792,17.8998
4260,55478,0846,2.669,21.2583
3745,55234,0130,3.082,28.5538
4240,55455,0588,3.06,12.1106
3650,55244,0736,3.621,13.9843
3650,55244,0722,2.814,37.305
4240,55455,0388,3.332,20.7469
4258,55481,0530,2.263,13.169
4342,55531,0508,2.517,14.0792
4342,55531,0484,3.104,16.6948
3650,55244,0768,2.175,16.9602
4342,55531,0488,3.398,13.3827
4342,55531,0528,2.272,13.2069
4261,55503,0834,2.734,16.8375
4240,55455,0300,2.386,13.2997
4258,55481,0638,3.445,19.7077
4342,55531,0456,2.324,10.7807
4258,55481,0388,2.839,13.1994
4241,55450,0514,2.007,29.7811
4259,55501,0594,3.28,17.6723
4241,55450,0496,2.351,13.4976
4240,55455,0837,2.43,21.7446
4261,55503,0890,2.806,14.4942
4241,55450,0542,2.205,10.3361
4342,55531,0368,2.965,29.1974
4241,55450,0426,2.125,14.4355
4258,55481,0758,2.486,22.2266
4258,55481,0282,2.243,14.1592
4258,55481,0256,3.043,15.116
4258,55481,0228,2.919,14.6371
4241,55450,0585,3.018,17.5221
4241,55450,0656,2.147,14.9819
4258,55481,0882,2.541,12.8607
4241,55450,0296,3,11.3372
4241,55450,0270,2.248,25.7538
4259,55501,0768,2.919,12.9224
4241,55450,0235,2.505,13.4342
4241,55450,0842,2.383,13.8576
4241,55450,0845,2.387,24.6122
4256,55477,0608,2.111,13.7877
4259,55501,0088,2.149,12.6398
4256,55477,0376,3.206,11.1638
4241,55450,0082,2.463,15.0043
4257,55480,0564,2.829,22.1166
4242,55476,0594,2.114,20.2408
4259,55501,0026,2.663,19.9447
4256,55477,0696,2.869,16.9951
4341,55538,0638,2.563,13.4449
4341,55538,0324,2.978,18.7382
4242,55476,0332,2.447,17.6633
4242,55476,0344,2.978,11.5649
4256,55477,0274,2.396,13.8233
4257,55480,0633,2.367,11.1065
4256,55477,0800,2.568,10.8084
4257,55480,0286,2.996,18.0422
4242,55476,0735,2.298,14.1815
4242,55476,0742,2.849,15.8061
4242,55476,0758,4.006,12.5342
4257,55480,0292,2.394,12.6731
4341,55538,0804,2.652,13.7284
4257,55480,0810,2.266,14.8699
4256,55477,0844,2.22,10.4103
4341,55538,0867,2.687,10.9296
4242,55476,0814,2.246,39.6612
4242,55476,0840,3.495,14.1709
4256,55477,0858,2.532,32.2943
4242,55476,0169,2.287,10.6626
4257,55480,0166,2.269,16.5487
4242,55476,0900,2.666,12.2695
4242,55476,0084,2.488,10.1391
4341,55538,0072,2.344,10.6934
4256,55477,0934,2.282,11.5683
4242,55476,0912,2.33,11.0039
4242,55476,0064,2.484,11.8191
4257,55480,0962,2.64,17.0945
4242,55476,0977,3.373,38.5741
4242,55476,0976,2.385,13.6458
4242,55476,0972,2.863,18.8553
4257,55480,0032,2.704,12.3286
4242,55476,0032,1.999,53.1356
3655,55240,0388,2.628,16.0296
3655,55240,0686,2.235,15.2129
3655,55240,0714,2.216,12.2303
3655,55240,0734,2.295,19.33
3656,55241,0524,2.46,12.1548
3656,55241,0450,2.604,18.767
3656,55241,0456,2.187,18.843
3656,55241,0650,2.201,10.8097
3656,55241,0684,2.38,10.549
3655,55240,0110,2.44,10.0847
3656,55241,0288,2.265,11.3482
3656,55241,0750,2.443,20.4463
3657,55244,0420,2.485,14.5085
3655,55240,0030,2.36,12.1403
3656,55241,0148,2.32,17.2151
3659,55181,0488,2.153,11.438
3657,55244,0314,2.336,12.7546
3657,55244,0730,2.758,16.695
3656,55241,0106,2.198,14.0468
4444,55538,0556,2.198,11.8823
3660,55209,0560,2.26,11.3193
4444,55538,0594,2.197,17.1845
3662,55182,0508,2.485,10.6239
3660,55209,0412,2.937,10.498
3658,55205,0356,2.501,10.9407
3659,55181,0655,3.964,11.4657
3660,55209,0364,2.781,11.7564
4440,55539,0534,2.409,23.6778
3662,55182,0450,2.816,18.1655
3657,55244,0902,2.207,11.0294
3658,55205,0310,2.243,10.4965
3662,55182,0712,2.457,20.2379
3659,55181,0706,3.47,15.5171
3661,55614,0414,2.396,12.673
3659,55181,0260,2.645,10.0323
3659,55181,0734,2.236,14.0639
4444,55538,0228,3.019,19.9364
3660,55209,0714,2.887,20.3655
4456,55537,0568,2.371,10.7949
3659,55181,0794,2.188,12.0621
4440,55539,0614,2.264,23.2691
3659,55181,0790,2.257,12.6711
4456,55537,0392,1.921,41.9993
3661,55614,0336,2.353,10.1797
3661,55614,0692,3.257,20.1956
3662,55182,0298,2.83,19.7258
3662,55182,0248,2.35,17.2586
3662,55182,0796,2.192,18.2443
3666,55185,0462,2.38,10.4122
4456,55537,0704,2.31,19.7537
4440,55539,0355,2.804,13.0406
3659,55181,0866,2.398,10.3634
3663,55176,0340,3.175,22.9445
3658,55205,0156,2.69,11.0993
3662,55182,0161,3.009,14.9322
3658,55205,0898,1.985,12.0606
3662,55182,0744,2.75,24.0997
3664,55245,0612,2.029,10.5732
3663,55176,0298,2.52,19.3196
4440,55539,0658,2.201,11.1247
4480,55591,0594,3.437,15.8372
4443,55539,0472,2.352,19.0336
3662,55182,0218,2.25,33.7778
4470,55587,0538,2.519,13.9035
